centre_No,centre_name_eng,cand_no,Sex,ccode,subject,grade
MV010,AMINIYA SCHOOL,219,F,MV0100219,Dhivehi,B
MV010,AMINIYA SCHOOL,219,F,MV0100219,Islam,B
MV010,AMINIYA SCHOOL,220,M,MV0100220,Dhivehi,B
MV010,AMINIYA SCHOOL,220,M,MV0100220,Islam,C
MV010,AMINIYA SCHOOL,221,F,MV0100221,Dhivehi,A
MV010,AMINIYA SCHOOL,221,F,MV0100221,Islam,B
MV010,AMINIYA SCHOOL,222,M,MV0100222,Dhivehi,E
MV010,AMINIYA SCHOOL,222,M,MV0100222,Islam,D
MV010,AMINIYA SCHOOL,223,F,MV0100223,Dhivehi,E
MV010,AMINIYA SCHOOL,223,F,MV0100223,Islam,E
MV011,MAJEEDIYYA SCHOOL,1,M,MV0110001,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,1,M,MV0110001,Islam,C
MV011,MAJEEDIYYA SCHOOL,2,F,MV0110002,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,3,M,MV0110003,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,3,M,MV0110003,Islam,A*
MV011,MAJEEDIYYA SCHOOL,4,F,MV0110004,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,4,F,MV0110004,Islam,C
MV011,MAJEEDIYYA SCHOOL,5,M,MV0110005,Dhivehi,X
MV011,MAJEEDIYYA SCHOOL,5,M,MV0110005,Islam,X
MV011,MAJEEDIYYA SCHOOL,6,M,MV0110006,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,6,M,MV0110006,Islam,D
MV011,MAJEEDIYYA SCHOOL,7,M,MV0110007,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,7,M,MV0110007,Islam,A
MV011,MAJEEDIYYA SCHOOL,8,M,MV0110008,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,8,M,MV0110008,Islam,C
MV011,MAJEEDIYYA SCHOOL,9,M,MV0110009,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,9,M,MV0110009,Islam,C
MV011,MAJEEDIYYA SCHOOL,10,M,MV0110010,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,10,M,MV0110010,Islam,D
MV011,MAJEEDIYYA SCHOOL,11,M,MV0110011,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,11,M,MV0110011,Islam,D
MV011,MAJEEDIYYA SCHOOL,12,M,MV0110012,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,12,M,MV0110012,Islam,A
MV011,MAJEEDIYYA SCHOOL,13,F,MV0110013,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,13,F,MV0110013,Islam,A
MV011,MAJEEDIYYA SCHOOL,14,M,MV0110014,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,14,M,MV0110014,Islam,B
MV011,MAJEEDIYYA SCHOOL,15,M,MV0110015,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,15,M,MV0110015,Islam,B
MV011,MAJEEDIYYA SCHOOL,17,M,MV0110017,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,17,M,MV0110017,Islam,B
MV011,MAJEEDIYYA SCHOOL,18,M,MV0110018,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,18,M,MV0110018,Islam,C
MV011,MAJEEDIYYA SCHOOL,19,M,MV0110019,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,19,M,MV0110019,Islam,B
MV011,MAJEEDIYYA SCHOOL,20,M,MV0110020,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,20,M,MV0110020,Islam,B
MV011,MAJEEDIYYA SCHOOL,21,M,MV0110021,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,21,M,MV0110021,Islam,D
MV011,MAJEEDIYYA SCHOOL,22,-1,MV0110022,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,22,-1,MV0110022,Islam,C
MV011,MAJEEDIYYA SCHOOL,23,M,MV0110023,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,23,M,MV0110023,Islam,A
MV011,MAJEEDIYYA SCHOOL,24,M,MV0110024,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,24,M,MV0110024,Islam,B
MV011,MAJEEDIYYA SCHOOL,25,M,MV0110025,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,25,M,MV0110025,Islam,A
MV011,MAJEEDIYYA SCHOOL,26,M,MV0110026,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,26,M,MV0110026,Islam,B
MV011,MAJEEDIYYA SCHOOL,27,M,MV0110027,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,27,M,MV0110027,Islam,B
MV011,MAJEEDIYYA SCHOOL,28,F,MV0110028,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,28,F,MV0110028,Islam,A*
MV011,MAJEEDIYYA SCHOOL,29,F,MV0110029,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,29,F,MV0110029,Islam,B
MV011,MAJEEDIYYA SCHOOL,30,F,MV0110030,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,30,F,MV0110030,Islam,C
MV011,MAJEEDIYYA SCHOOL,31,F,MV0110031,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,31,F,MV0110031,Islam,C
MV011,MAJEEDIYYA SCHOOL,32,F,MV0110032,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,32,F,MV0110032,Islam,B
MV011,MAJEEDIYYA SCHOOL,33,F,MV0110033,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,33,F,MV0110033,Islam,C
MV011,MAJEEDIYYA SCHOOL,34,F,MV0110034,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,34,F,MV0110034,Islam,A
MV011,MAJEEDIYYA SCHOOL,35,F,MV0110035,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,35,F,MV0110035,Islam,B
MV011,MAJEEDIYYA SCHOOL,36,F,MV0110036,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,36,F,MV0110036,Islam,C
MV011,MAJEEDIYYA SCHOOL,37,F,MV0110037,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,37,F,MV0110037,Islam,B
MV011,MAJEEDIYYA SCHOOL,38,F,MV0110038,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,38,F,MV0110038,Islam,E
MV011,MAJEEDIYYA SCHOOL,39,F,MV0110039,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,39,F,MV0110039,Islam,B
MV011,MAJEEDIYYA SCHOOL,40,F,MV0110040,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,40,F,MV0110040,Islam,B
MV011,MAJEEDIYYA SCHOOL,41,F,MV0110041,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,41,F,MV0110041,Islam,C
MV011,MAJEEDIYYA SCHOOL,42,F,MV0110042,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,42,F,MV0110042,Islam,B
MV011,MAJEEDIYYA SCHOOL,43,F,MV0110043,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,43,F,MV0110043,Islam,B
MV011,MAJEEDIYYA SCHOOL,44,F,MV0110044,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,44,F,MV0110044,Islam,B
MV011,MAJEEDIYYA SCHOOL,45,F,MV0110045,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,45,F,MV0110045,Islam,D
MV011,MAJEEDIYYA SCHOOL,46,M,MV0110046,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,46,M,MV0110046,Islam,D
MV011,MAJEEDIYYA SCHOOL,47,M,MV0110047,Islam,E
MV011,MAJEEDIYYA SCHOOL,48,M,MV0110048,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,48,M,MV0110048,Islam,C
MV011,MAJEEDIYYA SCHOOL,49,F,MV0110049,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,49,F,MV0110049,Islam,B
MV011,MAJEEDIYYA SCHOOL,50,F,MV0110050,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,50,F,MV0110050,Islam,A
MV011,MAJEEDIYYA SCHOOL,51,F,MV0110051,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,51,F,MV0110051,Islam,C
MV011,MAJEEDIYYA SCHOOL,53,F,MV0110053,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,53,F,MV0110053,Islam,A
MV011,MAJEEDIYYA SCHOOL,54,F,MV0110054,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,54,F,MV0110054,Islam,C
MV011,MAJEEDIYYA SCHOOL,55,F,MV0110055,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,55,F,MV0110055,Islam,B
MV011,MAJEEDIYYA SCHOOL,56,M,MV0110056,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,56,M,MV0110056,Islam,D
MV011,MAJEEDIYYA SCHOOL,57,M,MV0110057,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,57,M,MV0110057,Islam,C
MV011,MAJEEDIYYA SCHOOL,59,M,MV0110059,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,59,M,MV0110059,Islam,D
MV011,MAJEEDIYYA SCHOOL,60,F,MV0110060,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,61,M,MV0110061,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,61,M,MV0110061,Islam,C
MV011,MAJEEDIYYA SCHOOL,62,M,MV0110062,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,62,M,MV0110062,Islam,A
MV011,MAJEEDIYYA SCHOOL,63,M,MV0110063,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,64,F,MV0110064,Dhivehi,A*
MV011,MAJEEDIYYA SCHOOL,64,F,MV0110064,Islam,A
MV011,MAJEEDIYYA SCHOOL,65,F,MV0110065,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,65,F,MV0110065,Islam,C
MV011,MAJEEDIYYA SCHOOL,66,F,MV0110066,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,66,F,MV0110066,Islam,A
MV011,MAJEEDIYYA SCHOOL,67,F,MV0110067,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,67,F,MV0110067,Islam,A
MV011,MAJEEDIYYA SCHOOL,68,F,MV0110068,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,68,F,MV0110068,Islam,C
MV011,MAJEEDIYYA SCHOOL,69,F,MV0110069,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,69,F,MV0110069,Islam,C
MV011,MAJEEDIYYA SCHOOL,70,F,MV0110070,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,70,F,MV0110070,Islam,C
MV011,MAJEEDIYYA SCHOOL,71,F,MV0110071,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,71,F,MV0110071,Islam,C
MV011,MAJEEDIYYA SCHOOL,72,F,MV0110072,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,72,F,MV0110072,Islam,B
MV011,MAJEEDIYYA SCHOOL,73,F,MV0110073,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,73,F,MV0110073,Islam,A
MV011,MAJEEDIYYA SCHOOL,74,F,MV0110074,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,74,F,MV0110074,Islam,D
MV011,MAJEEDIYYA SCHOOL,75,F,MV0110075,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,75,F,MV0110075,Islam,C
MV011,MAJEEDIYYA SCHOOL,76,M,MV0110076,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,76,M,MV0110076,Islam,B
MV011,MAJEEDIYYA SCHOOL,77,F,MV0110077,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,77,F,MV0110077,Islam,C
MV011,MAJEEDIYYA SCHOOL,78,F,MV0110078,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,78,F,MV0110078,Islam,C
MV011,MAJEEDIYYA SCHOOL,79,M,MV0110079,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,79,M,MV0110079,Islam,B
MV011,MAJEEDIYYA SCHOOL,80,M,MV0110080,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,81,M,MV0110081,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,81,M,MV0110081,Islam,C
MV011,MAJEEDIYYA SCHOOL,82,M,MV0110082,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,82,M,MV0110082,Islam,U
MV011,MAJEEDIYYA SCHOOL,83,M,MV0110083,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,83,M,MV0110083,Islam,B
MV011,MAJEEDIYYA SCHOOL,84,M,MV0110084,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,84,M,MV0110084,Islam,C
MV011,MAJEEDIYYA SCHOOL,85,M,MV0110085,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,85,M,MV0110085,Islam,C
MV011,MAJEEDIYYA SCHOOL,86,M,MV0110086,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,86,M,MV0110086,Islam,X
MV011,MAJEEDIYYA SCHOOL,87,M,MV0110087,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,88,M,MV0110088,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,89,M,MV0110089,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,89,M,MV0110089,Islam,A
MV011,MAJEEDIYYA SCHOOL,90,F,MV0110090,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,90,F,MV0110090,Islam,A
MV011,MAJEEDIYYA SCHOOL,91,F,MV0110091,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,91,F,MV0110091,Islam,B
MV011,MAJEEDIYYA SCHOOL,92,M,MV0110092,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,92,M,MV0110092,Islam,A
MV011,MAJEEDIYYA SCHOOL,93,M,MV0110093,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,93,M,MV0110093,Islam,C
MV011,MAJEEDIYYA SCHOOL,94,M,MV0110094,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,94,M,MV0110094,Islam,A
MV011,MAJEEDIYYA SCHOOL,95,M,MV0110095,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,95,M,MV0110095,Islam,C
MV011,MAJEEDIYYA SCHOOL,96,M,MV0110096,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,96,M,MV0110096,Islam,B
MV011,MAJEEDIYYA SCHOOL,98,M,MV0110098,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,98,M,MV0110098,Islam,D
MV011,MAJEEDIYYA SCHOOL,99,F,MV0110099,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,99,F,MV0110099,Islam,C
MV011,MAJEEDIYYA SCHOOL,100,F,MV0110100,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,100,F,MV0110100,Islam,B
MV011,MAJEEDIYYA SCHOOL,101,F,MV0110101,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,101,F,MV0110101,Islam,E
MV011,MAJEEDIYYA SCHOOL,102,F,MV0110102,Dhivehi,A*
MV011,MAJEEDIYYA SCHOOL,102,F,MV0110102,Islam,B
MV011,MAJEEDIYYA SCHOOL,103,F,MV0110103,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,103,F,MV0110103,Islam,B
MV011,MAJEEDIYYA SCHOOL,104,F,MV0110104,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,104,F,MV0110104,Islam,A
MV011,MAJEEDIYYA SCHOOL,105,F,MV0110105,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,105,F,MV0110105,Islam,B
MV011,MAJEEDIYYA SCHOOL,106,M,MV0110106,Dhivehi,U
MV011,MAJEEDIYYA SCHOOL,107,M,MV0110107,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,107,M,MV0110107,Islam,B
MV011,MAJEEDIYYA SCHOOL,108,M,MV0110108,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,108,M,MV0110108,Islam,C
MV011,MAJEEDIYYA SCHOOL,109,M,MV0110109,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,109,M,MV0110109,Islam,A*
MV011,MAJEEDIYYA SCHOOL,110,M,MV0110110,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,110,M,MV0110110,Islam,B
MV011,MAJEEDIYYA SCHOOL,111,M,MV0110111,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,111,M,MV0110111,Islam,C
MV011,MAJEEDIYYA SCHOOL,112,M,MV0110112,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,112,M,MV0110112,Islam,C
MV011,MAJEEDIYYA SCHOOL,113,M,MV0110113,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,113,M,MV0110113,Islam,B
MV011,MAJEEDIYYA SCHOOL,114,M,MV0110114,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,114,M,MV0110114,Islam,B
MV011,MAJEEDIYYA SCHOOL,115,M,MV0110115,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,115,M,MV0110115,Islam,A*
MV011,MAJEEDIYYA SCHOOL,116,M,MV0110116,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,116,M,MV0110116,Islam,C
MV011,MAJEEDIYYA SCHOOL,117,M,MV0110117,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,118,M,MV0110118,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,118,M,MV0110118,Islam,B
MV011,MAJEEDIYYA SCHOOL,119,M,MV0110119,Dhivehi,E
MV011,MAJEEDIYYA SCHOOL,120,M,MV0110120,Dhivehi,U
MV011,MAJEEDIYYA SCHOOL,120,M,MV0110120,Islam,E
MV011,MAJEEDIYYA SCHOOL,121,M,MV0110121,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,121,M,MV0110121,Islam,B
MV011,MAJEEDIYYA SCHOOL,122,M,MV0110122,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,122,M,MV0110122,Islam,B
MV011,MAJEEDIYYA SCHOOL,123,M,MV0110123,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,123,M,MV0110123,Islam,A
MV011,MAJEEDIYYA SCHOOL,124,M,MV0110124,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,124,M,MV0110124,Islam,D
MV011,MAJEEDIYYA SCHOOL,125,M,MV0110125,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,125,M,MV0110125,Islam,A*
MV011,MAJEEDIYYA SCHOOL,126,M,MV0110126,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,126,M,MV0110126,Islam,B
MV011,MAJEEDIYYA SCHOOL,127,M,MV0110127,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,127,M,MV0110127,Islam,C
MV011,MAJEEDIYYA SCHOOL,128,M,MV0110128,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,128,M,MV0110128,Islam,B
MV011,MAJEEDIYYA SCHOOL,129,M,MV0110129,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,129,M,MV0110129,Islam,D
MV011,MAJEEDIYYA SCHOOL,130,M,MV0110130,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,130,M,MV0110130,Islam,B
MV011,MAJEEDIYYA SCHOOL,131,M,MV0110131,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,131,M,MV0110131,Islam,A
MV011,MAJEEDIYYA SCHOOL,132,M,MV0110132,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,132,M,MV0110132,Islam,D
MV011,MAJEEDIYYA SCHOOL,133,F,MV0110133,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,133,F,MV0110133,Islam,C
MV011,MAJEEDIYYA SCHOOL,134,F,MV0110134,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,134,F,MV0110134,Islam,C
MV011,MAJEEDIYYA SCHOOL,135,M,MV0110135,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,135,M,MV0110135,Islam,D
MV011,MAJEEDIYYA SCHOOL,136,M,MV0110136,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,136,M,MV0110136,Islam,C
MV011,MAJEEDIYYA SCHOOL,137,F,MV0110137,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,137,F,MV0110137,Islam,A
MV011,MAJEEDIYYA SCHOOL,138,M,MV0110138,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,138,M,MV0110138,Islam,D
MV011,MAJEEDIYYA SCHOOL,139,F,MV0110139,Dhivehi,D
MV011,MAJEEDIYYA SCHOOL,140,M,MV0110140,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,140,M,MV0110140,Islam,B
MV011,MAJEEDIYYA SCHOOL,141,F,MV0110141,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,141,F,MV0110141,Islam,C
MV011,MAJEEDIYYA SCHOOL,142,M,MV0110142,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,142,M,MV0110142,Islam,B
MV011,MAJEEDIYYA SCHOOL,143,M,MV0110143,Dhivehi,B
MV011,MAJEEDIYYA SCHOOL,143,M,MV0110143,Islam,B
MV011,MAJEEDIYYA SCHOOL,145,M,MV0110145,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,145,M,MV0110145,Islam,C
MV011,MAJEEDIYYA SCHOOL,146,M,MV0110146,Dhivehi,A
MV011,MAJEEDIYYA SCHOOL,146,M,MV0110146,Islam,A
MV011,MAJEEDIYYA SCHOOL,147,M,MV0110147,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,147,M,MV0110147,Islam,D
MV011,MAJEEDIYYA SCHOOL,148,F,MV0110148,Dhivehi,C
MV011,MAJEEDIYYA SCHOOL,148,F,MV0110148,Islam,C
MV019,DHARUMAVANTHA SCHOOL,1,M,MV0190001,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,1,M,MV0190001,Islam,A
MV019,DHARUMAVANTHA SCHOOL,2,M,MV0190002,Dhivehi,D
MV019,DHARUMAVANTHA SCHOOL,2,M,MV0190002,Islam,C
MV019,DHARUMAVANTHA SCHOOL,3,M,MV0190003,Dhivehi,D
MV019,DHARUMAVANTHA SCHOOL,3,M,MV0190003,Islam,C
MV019,DHARUMAVANTHA SCHOOL,4,M,MV0190004,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,4,M,MV0190004,Islam,B
MV019,DHARUMAVANTHA SCHOOL,5,M,MV0190005,Dhivehi,X
MV019,DHARUMAVANTHA SCHOOL,5,M,MV0190005,Islam,X
MV019,DHARUMAVANTHA SCHOOL,6,M,MV0190006,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,6,M,MV0190006,Islam,B
MV019,DHARUMAVANTHA SCHOOL,7,M,MV0190007,Dhivehi,E
MV019,DHARUMAVANTHA SCHOOL,7,M,MV0190007,Islam,C
MV019,DHARUMAVANTHA SCHOOL,9,M,MV0190009,Dhivehi,X
MV019,DHARUMAVANTHA SCHOOL,9,M,MV0190009,Islam,X
MV019,DHARUMAVANTHA SCHOOL,10,M,MV0190010,Dhivehi,U
MV019,DHARUMAVANTHA SCHOOL,10,M,MV0190010,Islam,U
MV019,DHARUMAVANTHA SCHOOL,11,M,MV0190011,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,11,M,MV0190011,Islam,B
MV019,DHARUMAVANTHA SCHOOL,12,M,MV0190012,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,12,M,MV0190012,Islam,A
MV019,DHARUMAVANTHA SCHOOL,13,F,MV0190013,Dhivehi,A
MV019,DHARUMAVANTHA SCHOOL,13,F,MV0190013,Islam,B
MV019,DHARUMAVANTHA SCHOOL,14,F,MV0190014,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,14,F,MV0190014,Islam,B
MV019,DHARUMAVANTHA SCHOOL,15,F,MV0190015,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,15,F,MV0190015,Islam,C
MV019,DHARUMAVANTHA SCHOOL,16,F,MV0190016,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,16,F,MV0190016,Islam,B
MV019,DHARUMAVANTHA SCHOOL,17,F,MV0190017,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,17,F,MV0190017,Islam,A
MV019,DHARUMAVANTHA SCHOOL,18,M,MV0190018,Dhivehi,D
MV019,DHARUMAVANTHA SCHOOL,18,M,MV0190018,Islam,C
MV019,DHARUMAVANTHA SCHOOL,19,M,MV0190019,Dhivehi,E
MV019,DHARUMAVANTHA SCHOOL,19,M,MV0190019,Islam,E
MV019,DHARUMAVANTHA SCHOOL,20,M,MV0190020,Dhivehi,U
MV019,DHARUMAVANTHA SCHOOL,20,M,MV0190020,Islam,U
MV019,DHARUMAVANTHA SCHOOL,21,M,MV0190021,Dhivehi,E
MV019,DHARUMAVANTHA SCHOOL,21,M,MV0190021,Islam,D
MV019,DHARUMAVANTHA SCHOOL,22,F,MV0190022,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,22,F,MV0190022,Islam,C
MV019,DHARUMAVANTHA SCHOOL,23,M,MV0190023,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,23,M,MV0190023,Islam,C
MV019,DHARUMAVANTHA SCHOOL,24,M,MV0190024,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,24,M,MV0190024,Islam,C
MV019,DHARUMAVANTHA SCHOOL,25,F,MV0190025,Dhivehi,D
MV019,DHARUMAVANTHA SCHOOL,25,F,MV0190025,Islam,E
MV019,DHARUMAVANTHA SCHOOL,26,F,MV0190026,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,26,F,MV0190026,Islam,C
MV019,DHARUMAVANTHA SCHOOL,27,F,MV0190027,Dhivehi,A
MV019,DHARUMAVANTHA SCHOOL,27,F,MV0190027,Islam,B
MV019,DHARUMAVANTHA SCHOOL,28,F,MV0190028,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,28,F,MV0190028,Islam,C
MV019,DHARUMAVANTHA SCHOOL,29,F,MV0190029,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,29,F,MV0190029,Islam,C
MV019,DHARUMAVANTHA SCHOOL,30,F,MV0190030,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,30,F,MV0190030,Islam,C
MV019,DHARUMAVANTHA SCHOOL,31,M,MV0190031,Dhivehi,E
MV019,DHARUMAVANTHA SCHOOL,31,M,MV0190031,Islam,C
MV019,DHARUMAVANTHA SCHOOL,32,M,MV0190032,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,32,M,MV0190032,Islam,B
MV019,DHARUMAVANTHA SCHOOL,33,M,MV0190033,Dhivehi,X
MV019,DHARUMAVANTHA SCHOOL,33,M,MV0190033,Islam,X
MV019,DHARUMAVANTHA SCHOOL,34,M,MV0190034,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,34,M,MV0190034,Islam,B
MV019,DHARUMAVANTHA SCHOOL,35,M,MV0190035,Dhivehi,C
MV019,DHARUMAVANTHA SCHOOL,35,M,MV0190035,Islam,D
MV019,DHARUMAVANTHA SCHOOL,36,M,MV0190036,Dhivehi,B
MV019,DHARUMAVANTHA SCHOOL,36,M,MV0190036,Islam,A
MV019,DHARUMAVANTHA SCHOOL,37,M,MV0190037,Dhivehi,E
MV019,DHARUMAVANTHA SCHOOL,37,M,MV0190037,Islam,E
MV019,DHARUMAVANTHA SCHOOL,38,F,MV0190038,Dhivehi,A
MV019,DHARUMAVANTHA SCHOOL,38,F,MV0190038,Islam,B
MV019,DHARUMAVANTHA SCHOOL,39,M,MV0190039,Dhivehi,D
MV019,DHARUMAVANTHA SCHOOL,39,M,MV0190039,Islam,C
