centre_No,centre_name_eng,cand_no,Sex,ccode,subject,grade
MV103,GHAAZEE SCHOOL,23,M,MV1030023,Islam,U
MV103,GHAAZEE SCHOOL,24,M,MV1030024,Dhivehi,B
MV103,GHAAZEE SCHOOL,24,M,MV1030024,Islam,C
MV103,GHAAZEE SCHOOL,25,M,MV1030025,Dhivehi,A
MV103,GHAAZEE SCHOOL,25,M,MV1030025,Islam,B
MV103,GHAAZEE SCHOOL,26,F,MV1030026,Dhivehi,C
MV103,GHAAZEE SCHOOL,26,F,MV1030026,Islam,C
MV103,GHAAZEE SCHOOL,27,F,MV1030027,Dhivehi,B
MV103,GHAAZEE SCHOOL,27,F,MV1030027,Islam,D
MV103,GHAAZEE SCHOOL,28,F,MV1030028,Dhivehi,A*
MV103,GHAAZEE SCHOOL,28,F,MV1030028,Islam,B
MV103,GHAAZEE SCHOOL,29,F,MV1030029,Dhivehi,A
MV103,GHAAZEE SCHOOL,29,F,MV1030029,Islam,B
MV103,GHAAZEE SCHOOL,30,F,MV1030030,Dhivehi,C
MV103,GHAAZEE SCHOOL,30,F,MV1030030,Islam,C
MV103,GHAAZEE SCHOOL,31,F,MV1030031,Dhivehi,B
MV103,GHAAZEE SCHOOL,31,F,MV1030031,Islam,B
MV103,GHAAZEE SCHOOL,32,F,MV1030032,Dhivehi,B
MV103,GHAAZEE SCHOOL,32,F,MV1030032,Islam,B
MV103,GHAAZEE SCHOOL,33,F,MV1030033,Dhivehi,C
MV103,GHAAZEE SCHOOL,33,F,MV1030033,Islam,C
MV103,GHAAZEE SCHOOL,34,F,MV1030034,Dhivehi,X
MV103,GHAAZEE SCHOOL,34,F,MV1030034,Islam,X
MV103,GHAAZEE SCHOOL,35,F,MV1030035,Dhivehi,D
MV103,GHAAZEE SCHOOL,35,F,MV1030035,Islam,X
MV103,GHAAZEE SCHOOL,36,F,MV1030036,Dhivehi,C
MV103,GHAAZEE SCHOOL,36,F,MV1030036,Islam,B
MV103,GHAAZEE SCHOOL,37,F,MV1030037,Dhivehi,B
MV103,GHAAZEE SCHOOL,37,F,MV1030037,Islam,B
MV103,GHAAZEE SCHOOL,38,F,MV1030038,Dhivehi,D
MV103,GHAAZEE SCHOOL,38,F,MV1030038,Islam,C
MV103,GHAAZEE SCHOOL,39,F,MV1030039,Dhivehi,B
MV103,GHAAZEE SCHOOL,39,F,MV1030039,Islam,B
MV103,GHAAZEE SCHOOL,40,M,MV1030040,Dhivehi,C
MV103,GHAAZEE SCHOOL,40,M,MV1030040,Islam,C
MV103,GHAAZEE SCHOOL,41,M,MV1030041,Dhivehi,D
MV103,GHAAZEE SCHOOL,41,M,MV1030041,Islam,C
MV103,GHAAZEE SCHOOL,42,F,MV1030042,Dhivehi,D
MV103,GHAAZEE SCHOOL,42,F,MV1030042,Islam,D
MV103,GHAAZEE SCHOOL,43,F,MV1030043,Dhivehi,A
MV103,GHAAZEE SCHOOL,43,F,MV1030043,Islam,B
MV103,GHAAZEE SCHOOL,44,F,MV1030044,Dhivehi,A
MV103,GHAAZEE SCHOOL,44,F,MV1030044,Islam,C
MV103,GHAAZEE SCHOOL,45,F,MV1030045,Dhivehi,B
MV103,GHAAZEE SCHOOL,45,F,MV1030045,Islam,D
MV103,GHAAZEE SCHOOL,46,F,MV1030046,Dhivehi,B
MV103,GHAAZEE SCHOOL,46,F,MV1030046,Islam,B
MV103,GHAAZEE SCHOOL,47,F,MV1030047,Dhivehi,A
MV103,GHAAZEE SCHOOL,47,F,MV1030047,Islam,A
MV103,GHAAZEE SCHOOL,48,F,MV1030048,Dhivehi,A
MV103,GHAAZEE SCHOOL,48,F,MV1030048,Islam,B
MV103,GHAAZEE SCHOOL,49,F,MV1030049,Dhivehi,A*
MV103,GHAAZEE SCHOOL,49,F,MV1030049,Islam,C
MV103,GHAAZEE SCHOOL,50,F,MV1030050,Dhivehi,C
MV103,GHAAZEE SCHOOL,50,F,MV1030050,Islam,C
MV103,GHAAZEE SCHOOL,51,F,MV1030051,Dhivehi,B
MV103,GHAAZEE SCHOOL,51,F,MV1030051,Islam,C
MV103,GHAAZEE SCHOOL,52,F,MV1030052,Dhivehi,A
MV103,GHAAZEE SCHOOL,52,F,MV1030052,Islam,A*
MV103,GHAAZEE SCHOOL,53,F,MV1030053,Dhivehi,C
MV103,GHAAZEE SCHOOL,54,F,MV1030054,Dhivehi,A
MV103,GHAAZEE SCHOOL,54,F,MV1030054,Islam,B
MV103,GHAAZEE SCHOOL,55,F,MV1030055,Dhivehi,A
MV103,GHAAZEE SCHOOL,55,F,MV1030055,Islam,A
MV103,GHAAZEE SCHOOL,56,M,MV1030056,Dhivehi,D
MV103,GHAAZEE SCHOOL,56,M,MV1030056,Islam,C
MV103,GHAAZEE SCHOOL,57,M,MV1030057,Dhivehi,B
MV103,GHAAZEE SCHOOL,57,M,MV1030057,Islam,C
MV103,GHAAZEE SCHOOL,58,M,MV1030058,Dhivehi,B
MV103,GHAAZEE SCHOOL,58,M,MV1030058,Islam,C
MV103,GHAAZEE SCHOOL,59,F,MV1030059,Dhivehi,A
MV103,GHAAZEE SCHOOL,59,F,MV1030059,Islam,C
MV103,GHAAZEE SCHOOL,60,M,MV1030060,Dhivehi,B
MV103,GHAAZEE SCHOOL,60,M,MV1030060,Islam,B
MV103,GHAAZEE SCHOOL,61,M,MV1030061,Dhivehi,A
MV103,GHAAZEE SCHOOL,61,M,MV1030061,Islam,A
MV103,GHAAZEE SCHOOL,62,M,MV1030062,Dhivehi,E
MV103,GHAAZEE SCHOOL,62,M,MV1030062,Islam,U
MV103,GHAAZEE SCHOOL,63,M,MV1030063,Dhivehi,U
MV103,GHAAZEE SCHOOL,63,M,MV1030063,Islam,E
MV103,GHAAZEE SCHOOL,65,F,MV1030065,Dhivehi,D
MV103,GHAAZEE SCHOOL,65,F,MV1030065,Islam,D
MV103,GHAAZEE SCHOOL,66,F,MV1030066,Dhivehi,A*
MV103,GHAAZEE SCHOOL,66,F,MV1030066,Islam,A*
MV103,GHAAZEE SCHOOL,67,F,MV1030067,Dhivehi,D
MV103,GHAAZEE SCHOOL,67,F,MV1030067,Islam,X
MV103,GHAAZEE SCHOOL,68,M,MV1030068,Dhivehi,E
MV103,GHAAZEE SCHOOL,68,M,MV1030068,Islam,U
MV103,GHAAZEE SCHOOL,69,M,MV1030069,Dhivehi,E
MV103,GHAAZEE SCHOOL,69,M,MV1030069,Islam,D
MV103,GHAAZEE SCHOOL,70,M,MV1030070,Dhivehi,E
MV103,GHAAZEE SCHOOL,70,M,MV1030070,Islam,E
MV103,GHAAZEE SCHOOL,71,F,MV1030071,Dhivehi,D
MV103,GHAAZEE SCHOOL,71,F,MV1030071,Islam,C
MV103,GHAAZEE SCHOOL,72,F,MV1030072,Dhivehi,C
MV103,GHAAZEE SCHOOL,72,F,MV1030072,Islam,D
MV103,GHAAZEE SCHOOL,73,F,MV1030073,Dhivehi,A
MV103,GHAAZEE SCHOOL,73,F,MV1030073,Islam,A
MV103,GHAAZEE SCHOOL,74,F,MV1030074,Dhivehi,D
MV103,GHAAZEE SCHOOL,74,F,MV1030074,Islam,C
MV103,GHAAZEE SCHOOL,75,F,MV1030075,Dhivehi,B
MV103,GHAAZEE SCHOOL,75,F,MV1030075,Islam,C
MV103,GHAAZEE SCHOOL,76,F,MV1030076,Dhivehi,D
MV103,GHAAZEE SCHOOL,76,F,MV1030076,Islam,D
MV103,GHAAZEE SCHOOL,77,M,MV1030077,Dhivehi,C
MV103,GHAAZEE SCHOOL,77,M,MV1030077,Islam,C
MV103,GHAAZEE SCHOOL,78,F,MV1030078,Dhivehi,A*
MV103,GHAAZEE SCHOOL,78,F,MV1030078,Islam,A
MV103,GHAAZEE SCHOOL,79,M,MV1030079,Dhivehi,A
MV103,GHAAZEE SCHOOL,79,M,MV1030079,Islam,A
MV103,GHAAZEE SCHOOL,80,M,MV1030080,Dhivehi,C
MV103,GHAAZEE SCHOOL,80,M,MV1030080,Islam,D
MV103,GHAAZEE SCHOOL,81,M,MV1030081,Dhivehi,C
MV103,GHAAZEE SCHOOL,81,M,MV1030081,Islam,C
MV103,GHAAZEE SCHOOL,82,M,MV1030082,Dhivehi,D
MV103,GHAAZEE SCHOOL,82,M,MV1030082,Islam,D
MV103,GHAAZEE SCHOOL,83,M,MV1030083,Dhivehi,A
MV103,GHAAZEE SCHOOL,83,M,MV1030083,Islam,A
MV103,GHAAZEE SCHOOL,84,M,MV1030084,Dhivehi,B
MV103,GHAAZEE SCHOOL,84,M,MV1030084,Islam,D
MV103,GHAAZEE SCHOOL,85,M,MV1030085,Dhivehi,D
MV103,GHAAZEE SCHOOL,85,M,MV1030085,Islam,C
MV103,GHAAZEE SCHOOL,86,M,MV1030086,Dhivehi,U
MV103,GHAAZEE SCHOOL,86,M,MV1030086,Islam,U
MV103,GHAAZEE SCHOOL,87,M,MV1030087,Dhivehi,A
MV103,GHAAZEE SCHOOL,87,M,MV1030087,Islam,B
MV103,GHAAZEE SCHOOL,88,M,MV1030088,Dhivehi,B
MV103,GHAAZEE SCHOOL,88,M,MV1030088,Islam,B
MV103,GHAAZEE SCHOOL,89,M,MV1030089,Dhivehi,D
MV103,GHAAZEE SCHOOL,89,M,MV1030089,Islam,C
MV103,GHAAZEE SCHOOL,90,M,MV1030090,Dhivehi,C
MV103,GHAAZEE SCHOOL,90,M,MV1030090,Islam,C
MV103,GHAAZEE SCHOOL,91,M,MV1030091,Dhivehi,U
MV103,GHAAZEE SCHOOL,91,M,MV1030091,Islam,U
MV103,GHAAZEE SCHOOL,92,M,MV1030092,Dhivehi,D
MV103,GHAAZEE SCHOOL,92,M,MV1030092,Islam,C
MV103,GHAAZEE SCHOOL,93,M,MV1030093,Dhivehi,U
MV103,GHAAZEE SCHOOL,93,M,MV1030093,Islam,E
MV103,GHAAZEE SCHOOL,94,M,MV1030094,Dhivehi,B
MV103,GHAAZEE SCHOOL,94,M,MV1030094,Islam,D
MV103,GHAAZEE SCHOOL,95,M,MV1030095,Dhivehi,B
MV103,GHAAZEE SCHOOL,95,M,MV1030095,Islam,B
MV103,GHAAZEE SCHOOL,96,M,MV1030096,Dhivehi,B
MV103,GHAAZEE SCHOOL,96,M,MV1030096,Islam,C
MV103,GHAAZEE SCHOOL,97,M,MV1030097,Dhivehi,C
MV103,GHAAZEE SCHOOL,97,M,MV1030097,Islam,C
MV103,GHAAZEE SCHOOL,98,M,MV1030098,Dhivehi,E
MV103,GHAAZEE SCHOOL,98,M,MV1030098,Islam,C
MV103,GHAAZEE SCHOOL,99,M,MV1030099,Dhivehi,D
MV103,GHAAZEE SCHOOL,99,M,MV1030099,Islam,E
MV103,GHAAZEE SCHOOL,101,M,MV1030101,Dhivehi,E
MV103,GHAAZEE SCHOOL,101,M,MV1030101,Islam,U
MV103,GHAAZEE SCHOOL,102,M,MV1030102,Dhivehi,B
MV103,GHAAZEE SCHOOL,102,M,MV1030102,Islam,A
MV103,GHAAZEE SCHOOL,103,F,MV1030103,Dhivehi,B
MV103,GHAAZEE SCHOOL,103,F,MV1030103,Islam,A
MV103,GHAAZEE SCHOOL,104,F,MV1030104,Dhivehi,D
MV103,GHAAZEE SCHOOL,104,F,MV1030104,Islam,E
MV103,GHAAZEE SCHOOL,105,M,MV1030105,Dhivehi,A
MV103,GHAAZEE SCHOOL,105,M,MV1030105,Islam,A
MV103,GHAAZEE SCHOOL,106,M,MV1030106,Dhivehi,B
MV103,GHAAZEE SCHOOL,106,M,MV1030106,Islam,C
MV103,GHAAZEE SCHOOL,107,F,MV1030107,Dhivehi,A
MV103,GHAAZEE SCHOOL,107,F,MV1030107,Islam,A
MV103,GHAAZEE SCHOOL,108,F,MV1030108,Dhivehi,B
MV103,GHAAZEE SCHOOL,108,F,MV1030108,Islam,B
MV103,GHAAZEE SCHOOL,109,F,MV1030109,Dhivehi,B
MV103,GHAAZEE SCHOOL,109,F,MV1030109,Islam,C
MV103,GHAAZEE SCHOOL,110,M,MV1030110,Dhivehi,B
MV103,GHAAZEE SCHOOL,110,M,MV1030110,Islam,C
MV103,GHAAZEE SCHOOL,111,F,MV1030111,Dhivehi,A
MV103,GHAAZEE SCHOOL,111,F,MV1030111,Islam,B
MV103,GHAAZEE SCHOOL,112,M,MV1030112,Dhivehi,U
MV103,GHAAZEE SCHOOL,112,M,MV1030112,Islam,D
MV103,GHAAZEE SCHOOL,113,M,MV1030113,Dhivehi,E
MV103,GHAAZEE SCHOOL,113,M,MV1030113,Islam,U
MV103,GHAAZEE SCHOOL,114,F,MV1030114,Dhivehi,B
MV103,GHAAZEE SCHOOL,114,F,MV1030114,Islam,B
MV103,GHAAZEE SCHOOL,115,F,MV1030115,Dhivehi,A
MV103,GHAAZEE SCHOOL,115,F,MV1030115,Islam,A
MV103,GHAAZEE SCHOOL,116,M,MV1030116,Dhivehi,B
MV103,GHAAZEE SCHOOL,116,M,MV1030116,Islam,C
MV103,GHAAZEE SCHOOL,117,M,MV1030117,Dhivehi,B
MV103,GHAAZEE SCHOOL,117,M,MV1030117,Islam,C
MV103,GHAAZEE SCHOOL,118,M,MV1030118,Dhivehi,A
MV103,GHAAZEE SCHOOL,118,M,MV1030118,Islam,C
MV103,GHAAZEE SCHOOL,119,M,MV1030119,Dhivehi,A
MV103,GHAAZEE SCHOOL,119,M,MV1030119,Islam,A
MV103,GHAAZEE SCHOOL,120,F,MV1030120,Dhivehi,A
MV103,GHAAZEE SCHOOL,120,F,MV1030120,Islam,C
MV106,REHENDHI SCHOOL,1,M,MV1060001,Dhivehi,A
MV106,REHENDHI SCHOOL,1,M,MV1060001,Islam,B
MV106,REHENDHI SCHOOL,3,M,MV1060003,Islam,U
MV106,REHENDHI SCHOOL,4,M,MV1060004,Dhivehi,C
MV106,REHENDHI SCHOOL,4,M,MV1060004,Islam,B
MV106,REHENDHI SCHOOL,5,F,MV1060005,Dhivehi,C
MV106,REHENDHI SCHOOL,5,F,MV1060005,Islam,C
MV106,REHENDHI SCHOOL,6,M,MV1060006,Dhivehi,E
MV106,REHENDHI SCHOOL,6,M,MV1060006,Islam,D
MV106,REHENDHI SCHOOL,7,M,MV1060007,Dhivehi,X
MV106,REHENDHI SCHOOL,7,M,MV1060007,Islam,X
MV106,REHENDHI SCHOOL,8,M,MV1060008,Dhivehi,A
MV106,REHENDHI SCHOOL,8,M,MV1060008,Islam,A
MV106,REHENDHI SCHOOL,9,M,MV1060009,Dhivehi,E
MV106,REHENDHI SCHOOL,9,M,MV1060009,Islam,C
MV106,REHENDHI SCHOOL,10,M,MV1060010,Dhivehi,D
MV106,REHENDHI SCHOOL,10,M,MV1060010,Islam,D
MV106,REHENDHI SCHOOL,11,M,MV1060011,Dhivehi,C
MV106,REHENDHI SCHOOL,11,M,MV1060011,Islam,B
MV106,REHENDHI SCHOOL,12,M,MV1060012,Dhivehi,D
MV106,REHENDHI SCHOOL,12,M,MV1060012,Islam,C
MV106,REHENDHI SCHOOL,13,M,MV1060013,Dhivehi,A
MV106,REHENDHI SCHOOL,13,M,MV1060013,Islam,B
MV106,REHENDHI SCHOOL,14,M,MV1060014,Dhivehi,A
MV106,REHENDHI SCHOOL,14,M,MV1060014,Islam,A
MV106,REHENDHI SCHOOL,15,M,MV1060015,Dhivehi,E
MV106,REHENDHI SCHOOL,15,M,MV1060015,Islam,D
MV106,REHENDHI SCHOOL,16,M,MV1060016,Dhivehi,D
MV106,REHENDHI SCHOOL,16,M,MV1060016,Islam,D
MV106,REHENDHI SCHOOL,17,M,MV1060017,Dhivehi,B
MV106,REHENDHI SCHOOL,17,M,MV1060017,Islam,A
MV106,REHENDHI SCHOOL,18,M,MV1060018,Dhivehi,A
MV106,REHENDHI SCHOOL,18,M,MV1060018,Islam,A
MV106,REHENDHI SCHOOL,19,M,MV1060019,Dhivehi,B
MV106,REHENDHI SCHOOL,19,M,MV1060019,Islam,A
MV106,REHENDHI SCHOOL,20,M,MV1060020,Dhivehi,U
MV106,REHENDHI SCHOOL,20,M,MV1060020,Islam,D
MV106,REHENDHI SCHOOL,21,M,MV1060021,Dhivehi,B
MV106,REHENDHI SCHOOL,21,M,MV1060021,Islam,B
MV106,REHENDHI SCHOOL,22,M,MV1060022,Dhivehi,D
MV106,REHENDHI SCHOOL,22,M,MV1060022,Islam,C
MV106,REHENDHI SCHOOL,23,M,MV1060023,Dhivehi,B
MV106,REHENDHI SCHOOL,23,M,MV1060023,Islam,C
MV106,REHENDHI SCHOOL,24,F,MV1060024,Dhivehi,B
MV106,REHENDHI SCHOOL,24,F,MV1060024,Islam,A
MV106,REHENDHI SCHOOL,25,F,MV1060025,Dhivehi,A
MV106,REHENDHI SCHOOL,25,F,MV1060025,Islam,C
MV106,REHENDHI SCHOOL,26,F,MV1060026,Dhivehi,B
MV106,REHENDHI SCHOOL,26,F,MV1060026,Islam,B
MV106,REHENDHI SCHOOL,27,F,MV1060027,Dhivehi,A*
MV106,REHENDHI SCHOOL,27,F,MV1060027,Islam,A*
MV106,REHENDHI SCHOOL,28,F,MV1060028,Dhivehi,C
MV106,REHENDHI SCHOOL,28,F,MV1060028,Islam,C
MV106,REHENDHI SCHOOL,29,F,MV1060029,Dhivehi,B
MV106,REHENDHI SCHOOL,29,F,MV1060029,Islam,C
MV106,REHENDHI SCHOOL,30,F,MV1060030,Dhivehi,B
MV106,REHENDHI SCHOOL,30,F,MV1060030,Islam,B
MV106,REHENDHI SCHOOL,31,F,MV1060031,Dhivehi,A
MV106,REHENDHI SCHOOL,31,F,MV1060031,Islam,A
MV106,REHENDHI SCHOOL,32,F,MV1060032,Dhivehi,A
MV106,REHENDHI SCHOOL,32,F,MV1060032,Islam,B
MV106,REHENDHI SCHOOL,33,F,MV1060033,Dhivehi,B
MV106,REHENDHI SCHOOL,33,F,MV1060033,Islam,C
MV106,REHENDHI SCHOOL,34,F,MV1060034,Dhivehi,C
MV106,REHENDHI SCHOOL,34,F,MV1060034,Islam,C
MV106,REHENDHI SCHOOL,35,F,MV1060035,Dhivehi,B
MV106,REHENDHI SCHOOL,35,F,MV1060035,Islam,C
MV106,REHENDHI SCHOOL,36,F,MV1060036,Dhivehi,C
MV106,REHENDHI SCHOOL,36,F,MV1060036,Islam,C
MV106,REHENDHI SCHOOL,37,F,MV1060037,Dhivehi,C
MV106,REHENDHI SCHOOL,37,F,MV1060037,Islam,C
MV106,REHENDHI SCHOOL,38,F,MV1060038,Dhivehi,B
MV106,REHENDHI SCHOOL,38,F,MV1060038,Islam,B
MV106,REHENDHI SCHOOL,39,M,MV1060039,Dhivehi,C
MV106,REHENDHI SCHOOL,39,M,MV1060039,Islam,E
MV106,REHENDHI SCHOOL,40,M,MV1060040,Dhivehi,C
MV106,REHENDHI SCHOOL,40,M,MV1060040,Islam,D
MV106,REHENDHI SCHOOL,41,M,MV1060041,Dhivehi,D
MV106,REHENDHI SCHOOL,41,M,MV1060041,Islam,E
MV106,REHENDHI SCHOOL,42,M,MV1060042,Dhivehi,A
MV106,REHENDHI SCHOOL,42,M,MV1060042,Islam,C
MV106,REHENDHI SCHOOL,43,M,MV1060043,Dhivehi,C
MV106,REHENDHI SCHOOL,43,M,MV1060043,Islam,D
MV106,REHENDHI SCHOOL,44,M,MV1060044,Dhivehi,C
MV106,REHENDHI SCHOOL,44,M,MV1060044,Islam,D
MV106,REHENDHI SCHOOL,45,F,MV1060045,Dhivehi,B
MV106,REHENDHI SCHOOL,45,F,MV1060045,Islam,B
MV106,REHENDHI SCHOOL,46,F,MV1060046,Dhivehi,D
MV106,REHENDHI SCHOOL,46,F,MV1060046,Islam,U
MV106,REHENDHI SCHOOL,47,F,MV1060047,Dhivehi,B
MV106,REHENDHI SCHOOL,47,F,MV1060047,Islam,D
MV106,REHENDHI SCHOOL,48,F,MV1060048,Dhivehi,C
MV106,REHENDHI SCHOOL,48,F,MV1060048,Islam,C
MV106,REHENDHI SCHOOL,49,F,MV1060049,Dhivehi,A
MV106,REHENDHI SCHOOL,49,F,MV1060049,Islam,B
MV106,REHENDHI SCHOOL,50,F,MV1060050,Dhivehi,B
MV106,REHENDHI SCHOOL,50,F,MV1060050,Islam,C
MV106,REHENDHI SCHOOL,51,F,MV1060051,Dhivehi,A
MV106,REHENDHI SCHOOL,51,F,MV1060051,Islam,C
MV106,REHENDHI SCHOOL,52,F,MV1060052,Dhivehi,A*
MV106,REHENDHI SCHOOL,52,F,MV1060052,Islam,A
MV106,REHENDHI SCHOOL,53,F,MV1060053,Dhivehi,A
MV106,REHENDHI SCHOOL,53,F,MV1060053,Islam,A
MV106,REHENDHI SCHOOL,55,F,MV1060055,Dhivehi,A
MV106,REHENDHI SCHOOL,55,F,MV1060055,Islam,A
MV106,REHENDHI SCHOOL,56,F,MV1060056,Dhivehi,C
MV106,REHENDHI SCHOOL,56,F,MV1060056,Islam,D
MV106,REHENDHI SCHOOL,57,F,MV1060057,Dhivehi,B
MV106,REHENDHI SCHOOL,57,F,MV1060057,Islam,B
MV106,REHENDHI SCHOOL,58,F,MV1060058,Dhivehi,B
MV106,REHENDHI SCHOOL,58,F,MV1060058,Islam,C
MV106,REHENDHI SCHOOL,59,F,MV1060059,Dhivehi,A
MV106,REHENDHI SCHOOL,59,F,MV1060059,Islam,A
MV106,REHENDHI SCHOOL,60,F,MV1060060,Dhivehi,C
MV106,REHENDHI SCHOOL,60,F,MV1060060,Islam,C
MV106,REHENDHI SCHOOL,61,F,MV1060061,Dhivehi,A
MV106,REHENDHI SCHOOL,61,F,MV1060061,Islam,A
MV106,REHENDHI SCHOOL,62,F,MV1060062,Dhivehi,A
MV106,REHENDHI SCHOOL,62,F,MV1060062,Islam,A
MV106,REHENDHI SCHOOL,63,F,MV1060063,Dhivehi,C
MV106,REHENDHI SCHOOL,63,F,MV1060063,Islam,D
MV106,REHENDHI SCHOOL,64,F,MV1060064,Dhivehi,C
MV106,REHENDHI SCHOOL,64,F,MV1060064,Islam,C
MV106,REHENDHI SCHOOL,65,M,MV1060065,Dhivehi,D
MV106,REHENDHI SCHOOL,65,M,MV1060065,Islam,C
MV106,REHENDHI SCHOOL,66,F,MV1060066,Dhivehi,D
MV106,REHENDHI SCHOOL,66,F,MV1060066,Islam,B
MV106,REHENDHI SCHOOL,67,M,MV1060067,Dhivehi,A
MV106,REHENDHI SCHOOL,67,M,MV1060067,Islam,A
MV106,REHENDHI SCHOOL,68,M,MV1060068,Dhivehi,B
MV106,REHENDHI SCHOOL,68,M,MV1060068,Islam,B
MV106,REHENDHI SCHOOL,69,M,MV1060069,Dhivehi,C
MV106,REHENDHI SCHOOL,69,M,MV1060069,Islam,D
MV106,REHENDHI SCHOOL,70,M,MV1060070,Dhivehi,D
MV106,REHENDHI SCHOOL,70,M,MV1060070,Islam,D
MV106,REHENDHI SCHOOL,71,M,MV1060071,Dhivehi,D
MV106,REHENDHI SCHOOL,71,M,MV1060071,Islam,C
MV106,REHENDHI SCHOOL,72,M,MV1060072,Dhivehi,C
MV106,REHENDHI SCHOOL,72,M,MV1060072,Islam,C
MV106,REHENDHI SCHOOL,73,M,MV1060073,Dhivehi,C
MV106,REHENDHI SCHOOL,73,M,MV1060073,Islam,C
MV106,REHENDHI SCHOOL,74,M,MV1060074,Dhivehi,B
MV106,REHENDHI SCHOOL,74,M,MV1060074,Islam,C
MV106,REHENDHI SCHOOL,75,M,MV1060075,Dhivehi,A
MV106,REHENDHI SCHOOL,75,M,MV1060075,Islam,B
MV106,REHENDHI SCHOOL,76,M,MV1060076,Dhivehi,D
MV106,REHENDHI SCHOOL,76,M,MV1060076,Islam,C
MV106,REHENDHI SCHOOL,77,M,MV1060077,Dhivehi,A
MV106,REHENDHI SCHOOL,77,M,MV1060077,Islam,B
MV106,REHENDHI SCHOOL,78,M,MV1060078,Dhivehi,B
MV106,REHENDHI SCHOOL,78,M,MV1060078,Islam,A
MV106,REHENDHI SCHOOL,79,F,MV1060079,Dhivehi,A*
MV106,REHENDHI SCHOOL,79,F,MV1060079,Islam,A*
MV106,REHENDHI SCHOOL,80,M,MV1060080,Dhivehi,D
MV106,REHENDHI SCHOOL,80,M,MV1060080,Islam,C
MV106,REHENDHI SCHOOL,81,M,MV1060081,Dhivehi,X
MV106,REHENDHI SCHOOL,81,M,MV1060081,Islam,X
MV106,REHENDHI SCHOOL,82,F,MV1060082,Dhivehi,A
MV106,REHENDHI SCHOOL,82,F,MV1060082,Islam,A
MV106,REHENDHI SCHOOL,83,M,MV1060083,Dhivehi,C
MV106,REHENDHI SCHOOL,83,M,MV1060083,Islam,C
MV106,REHENDHI SCHOOL,84,F,MV1060084,Dhivehi,B
MV106,REHENDHI SCHOOL,84,F,MV1060084,Islam,C
MV106,REHENDHI SCHOOL,85,M,MV1060085,Dhivehi,B
MV106,REHENDHI SCHOOL,85,M,MV1060085,Islam,B
MV106,REHENDHI SCHOOL,86,M,MV1060086,Dhivehi,C
MV106,REHENDHI SCHOOL,86,M,MV1060086,Islam,D
MV106,REHENDHI SCHOOL,87,F,MV1060087,Dhivehi,D
MV106,REHENDHI SCHOOL,87,F,MV1060087,Islam,D
MV106,REHENDHI SCHOOL,88,M,MV1060088,Dhivehi,U
MV106,REHENDHI SCHOOL,88,M,MV1060088,Islam,D
MV106,REHENDHI SCHOOL,89,M,MV1060089,Dhivehi,X
MV106,REHENDHI SCHOOL,89,M,MV1060089,Islam,X
MV106,REHENDHI SCHOOL,90,F,MV1060090,Dhivehi,B
MV106,REHENDHI SCHOOL,90,F,MV1060090,Islam,C
MV106,REHENDHI SCHOOL,91,M,MV1060091,Dhivehi,D
MV106,REHENDHI SCHOOL,91,M,MV1060091,Islam,C
MV106,REHENDHI SCHOOL,92,F,MV1060092,Dhivehi,A
MV106,REHENDHI SCHOOL,92,F,MV1060092,Islam,B
MV106,REHENDHI SCHOOL,93,F,MV1060093,Dhivehi,D
MV106,REHENDHI SCHOOL,93,F,MV1060093,Islam,D
MV106,REHENDHI SCHOOL,94,F,MV1060094,Dhivehi,D
MV106,REHENDHI SCHOOL,94,F,MV1060094,Islam,C
MV106,REHENDHI SCHOOL,95,F,MV1060095,Dhivehi,C
MV106,REHENDHI SCHOOL,95,F,MV1060095,Islam,B
MV106,REHENDHI SCHOOL,96,F,MV1060096,Dhivehi,C
MV106,REHENDHI SCHOOL,96,F,MV1060096,Islam,C
MV106,REHENDHI SCHOOL,97,F,MV1060097,Dhivehi,A
MV106,REHENDHI SCHOOL,97,F,MV1060097,Islam,B
MV106,REHENDHI SCHOOL,98,F,MV1060098,Dhivehi,A
MV106,REHENDHI SCHOOL,98,F,MV1060098,Islam,B
MV106,REHENDHI SCHOOL,99,F,MV1060099,Dhivehi,A
MV106,REHENDHI SCHOOL,99,F,MV1060099,Islam,C
MV106,REHENDHI SCHOOL,100,F,MV1060100,Dhivehi,A*
MV106,REHENDHI SCHOOL,100,F,MV1060100,Islam,A
MV106,REHENDHI SCHOOL,101,M,MV1060101,Dhivehi,B
MV106,REHENDHI SCHOOL,101,M,MV1060101,Islam,B
MV106,REHENDHI SCHOOL,102,M,MV1060102,Dhivehi,B
MV106,REHENDHI SCHOOL,102,M,MV1060102,Islam,B
MV106,REHENDHI SCHOOL,103,M,MV1060103,Dhivehi,U
MV106,REHENDHI SCHOOL,103,M,MV1060103,Islam,E
MV106,REHENDHI SCHOOL,104,M,MV1060104,Dhivehi,A
MV106,REHENDHI SCHOOL,104,M,MV1060104,Islam,C
MV106,REHENDHI SCHOOL,105,M,MV1060105,Dhivehi,B
MV106,REHENDHI SCHOOL,105,M,MV1060105,Islam,C
MV106,REHENDHI SCHOOL,106,M,MV1060106,Dhivehi,A*
MV106,REHENDHI SCHOOL,106,M,MV1060106,Islam,A
MV106,REHENDHI SCHOOL,107,M,MV1060107,Dhivehi,A
MV106,REHENDHI SCHOOL,107,M,MV1060107,Islam,A
